Marked,Attribute,Count,Category
,sportiness,2,
,best-looking,2,
,hyunkai,2,
,rlx*,2,
,hybrid*,2,
,enjoyment,2,
,sentiment,2,
,cayman*,2,
,restaurant,2,
,precision,2,
,moisture,2,
,detection,2,
,promo,2,
,aspire,2,
,n,2,
,judgment,2,
,flair,2,
,sales.,2,
,intake,2,
,adres3,2,
,loop,2,
,whatever,2,
,hondacare,2,
,applaud,2,
,norm,2,
,hunter,2,
,hyunkia,2,
,relative,2,
,princess,2,
,representative,2,
,stickshift,2,
,someday,2,
,swoon,2,
,turbo-diesel,2,
,oversight,2,
,wing,2,
,track-pack,2,
,hog,2,
,sunroof/moonroof,2,
,outlander,2,
,sc,2,
,//youtube.com/watch,2,
,sink,2,
,carburetor,2,
,tri,2,
,thanksgiving,2,
,afaik,2,
,limp,2,
,year.the,2,
,claustrophobia,2,
,configurator,2,
,model..,2,
,minute/cost,2,
,neg,2,
,tune-up,2,
,cray,2,
,bmw3,2,
,currency,2,
,e34,2,
,commentary,2,
,plood,2,
,watching,2,
,suspension/body,2,
,stiffener,2,
,glovebox,2,
,general,2,
,dudeyr,2,
,impediment,2,
,calmly,2,
,cars/muscle,2,
,whew,2,
,letdown,2,
,forgot,2,
,cars/sports,2,
,diligent,2,
,rarer,2,
,chose,2,
,woodgrain,2,
,patience,2,
,ingress/egress,2,
,internals,2,
,goodyear,2,
,quirk,2,
,ryster,2,
,agita,2,
,smooooth,2,
,trd,2,
,ex-loaner,2,
,miles/14.5,2,
,mft2,2,
,inflate,2,
,astronaut,2,
,survivor,2,
,—at,2,
,sibling,2,
,slump,2,
,tricot,2,
,hahaha,2,
,appealing,2,
,sub-par,2,
,sierra,2,
,aerodynamics,2,
,simulation,2,
,automation,2,
,functionality,2,
,visitor,2,
,orig,2,
,approaching,2,
,sig,2,
,send,2,
,brainer,2,
,damper,2,
,evaluation,2,
,endorsement,2,
,recommendation,2,
,presentation,2,
,supportive,2,
,qx80*,2,
,q50*,2,
,afterwards,2,
,drier,2,
,presets,2,
,assertion,2,
,grrr,2,
,bros,2,
,collection,2,
,stake,2,
,champ,2,
,henderson,2,
,nv,2,
,slap,2,
,cd4,2,
,stress,2,
,fitment,2,
,dehumidifies,2,
,orchid,2,
,lubed,2,
,convention,2,
,gaskets/orings/seals,2,
,maps/navi,2,
,..because,2,
,resides,2,
,nah,2,
,reflector,2,
,bulletin,2,
,slaughter,2,
,disturbs,2,
,bosch,2,
,plus,2,
,bof,2,
,mallfinders,2,
,visibility/,2,
,childish,2,
,cross-country,2,
,spray,2,
,honda/acura,2,
,straightforward,2,
,overview,2,
,irridium,2,
,bait,2,
,direct,2,
,racket,2,
,refregerators,2,
,solid,2,
,hrv,2,
,consult,2,
,cheaper,2,
,specific,2,
,intuative,2,
,phenomenon,2,
,cabriolet,2,
,navigate,2,
,bomb,2,
,xse,2,
,toasty,2,
,crawl,2,
,gay,2,
,back-up,2,
,nm,2,
,accommodate,2,
,allotment,2,
,alignment,2,
,tlxs,2,
,border,2,
,bqe,2,
,scwmcan,2,
,leesburg,2,
,morris,2,
,iluvmysephia,2,
,justify,2,
,booster,2,
,contention,2,
,nanny,2,
,language,2,
,missile,2,
,wj,2,
,trash,2,
,ofcoarse,2,
,blah,2,
,bastard,2,
,yamaha,2,
,terror,2,
,slug,2,
,santee,2,
,charity,2,
,dominican,2,
,squirrel,2,
,twist,2,
,lgt,2,
,//www.edmunds.com/hyundai/sonata/2015/car-incentives.html,2,
,post-auto,2,
,outward,2,
,geesh,2,
,risky,2,
,grabby,2,
,'08,2,
,attribute,2,
,meaningful,2,
,rage,2,
,standalone,2,
,h22a,2,
,human,2,
,kamikaze,2,
,misunderstood,2,
,born..,2,
,similarity,2,
,peter,2,
,dynamic,2,
,haulers..,2,
,mimivan,2,
,distract,2,
,super-slab,2,
,mandatory,2,
,today.not,2,
,closer,2,
,award,2,
,court,2,
,flap,2,
,botton,2,
,amazes,2,
,.the,2,
,rocker,2,
,diane,2,
,caption,2,
,involves,2,
,chr,2,
,relay,2,
,high-pressure,2,
,squeeze,2,
,rc,2,
,royal,2,
,bluebird,2,
,touareg,2,
,slc,2,
,trips/,2,
,telescope,2,
,denial..,2,
,zeppelin,2,
,taxi,2,
,combustion,2,
,streak,2,
,culprit,2,
,web,2,
,rewind,2,
,protector,2,
,haldex,2,
,three-step,2,
,painting,2,
,lowest,2,
,trax,2,
,comfortable,2,
,verify,2,
,is-350,2,
,tsi,2,
,flush,2,
,reluctance,2,
,sportier,2,
,disposal,2,
,crater,2,
,anyways,2,
,understeer,2,
,valet,2,
,i8,2,
,brooklyn,2,
,m235i,2,
,hump,2,
,iirc.,2,
,panamera,2,
,gl450,2,
,routine,2,
,mrsps,2,
,s550,2,
,roadster,2,
,varsity,2,
,-16.7,2,
,carerra,2,
,resurface,2,
,mo,2,
,lobbyist,2,
,radar/laser,2,
,scrub,2,
,e30,2,
,improving,2,
,brittle,2,
,c550,2,
,rebates/,2,
,a/s,2,
,engine/trans,2,
,nasser,2,
,advises,2,
,accelerates,2,
,coil-overs,2,
,cutout,2,
,fourth-quarter,2,
,lever,2,
,on/off,2,
,sub=,2,
,racing/,2,
,selection,2,
,barnes,2,
,second-quarter,2,
,fluke,2,
,dummies.,2,
,38.9,2,
,turanza,2,
,mindset,2,
,android,2,
,expand,2,
,protégé,2,
,pano,2,
,laughing,2,
,label,2,
,atlanta,2,
,worthless,2,
,illegal,2,
,lone,2,
,tommorrow,2,
,dector,2,
,marchionne,2,
,crude,2,
,er,2,
,mystake,2,
,visor,2,
,rigidity,2,
,stem,2,
,cruising,2,
,makeup,2,
,rub,2,
,ps=,2,
,wrangler,2,
,someplace,2,
,owe,2,
,pleasant,2,
,canvas,2,
,twitchy,2,
,carpeting,2,
,aunt,2,
,achieves,2,
,sill,2,
,convincing,2,
,thief,2,
,kiahyundai,2,
,havoc,2,
,rear-view,2,
,e90,2,
,penalty,2,
,drab,2,
,heel,2,
,bmwcca,2,
,slowdown,2,
,visa,2,
,drum,2,
,more-1498289,2,
,hay,2,
,trek,2,
,reconsider,2,
,confuse,2,
,pi,2,
,'honda,2,
,sub=sedan,2,
,beige/tan,2,
,wallow,2,
,lookin,2,
,shelf,2,
,karen_cm,2,
,viewer,2,
,responds,2,
,wanders,2,
,dx,2,
,boxer,2,
,speedo,2,
,eggnog,2,
,bourbon,2,
,penn,2,
,rum,2,
,defrosts,2,
,forbid,2,
,.age,2,
,vary,2,
,oversee,2,
,model=tlx,2,
,dillema,2,
,sulev,2,
,prix,2,
,loyal,2,
,item/feature,2,
,sheeple,2,
,motion,2,
,purchasing,2,
,catagory,2,
,eyesight,2,
,rosenthal,2,
,lw,2,
,defrost,2,
,couch,2,
,anyhow,2,
,fuselage,2,
,sketchy,2,
,whale,2,
,cyls,2,
,extra,2,
,ignoramus,2,
,new-gen,2,
,tundradweller1_,2,
,liability,2,
,eludes,2,
,mountaineer,2,
,habbits,2,
,herky,2,
,rephrase,2,
,indiana,2,
,marysville—a,2,
,wiggle,2,
,sergio,2,
,surcharge,2,
,serf,2,
,camry.we,2,
,do,2,
,kc,2,
,wealth,2,
,woodwork,2,
,bite,2,
,variety,2,
,leagcy,2,
,truecar.com,2,
,due,2,
,consumerreports.org,2,
,subsription,2,
,limiter,2,
,gizmo,2,
,amenity,2,
,insurer,2,
,footprint,2,
,yay,2,
,jumper,2,
,bonneville,2,
,criminal,2,
,axle,2,
,pizzazz,2,
,well-wishes,2,
,lifer,2,
,erie,2,
,pastor,2,
,infinitiq50,2,
,regenerative,2,
,keyboard,2,
,basement,2,
,youth,2,
,inexperience,2,
,testwriters,2,
,speck,2,
,stare,2,
,gli,2,
,thank-you,2,
,mm,2,
,sad,2,
,twisties,2,
,steer,2,
,p.m.,2,
,pt/4,2,
,p.m,2,
,cuv..the,2,
,airline,2,
,blather,2,
,lake,2,
,supermarket,2,
,cult,2,
,tomb,2,
,roomie,2,
,allstate,2,
,fudge,2,
,hyundai.kia,2,
,engages,2,
,restarts,2,
,scotia,2,
,shirt,2,
,racy,2,
,bean-counter,2,
,years.it,2,
,beak-noses,2,
,extrapolate,2,
,distribution,2,
,diff,2,
,hauling,2,
,bunkley,2,
,pickup/delivery,2,
,perfection,2,
,casket,2,
,knowing,2,
,co.,2,
,z,2,
,boxy,2,
,texting,2,
,captain,2,
,public,2,
,bhmr59,2,
,horepower,2,
,dominate,2,
,//acurazine.com/forums/fifth-generation-tlx-2015-415/tlx-totaled-rip-934321/,2,
,carfax,2,
,putin,2,
,p50,2,
,menu,2,
,timing,2,
,weapon,2,
,gander,2,
,refrigerator,2,
,carriage,2,
,interceptor,2,
,depth,2,
,graveyard,2,
,kirstie,2,
,lux,2,
,//www.caranddriver.com/reviews/2015-volkswagen-golf-18t-tsi-automatic-test-review,2,
,damp,2,
,lovmycar,2,
,objection,2,
,sontata,2,
,cheer,2,
,commuting,2,
,bodywork,2,
,distributor,2,
,swp,2,
,vauxhall,2,
,re-badge,2,
,obsolescence,2,
,sigh,2,
,stadium,2,
,optima/k5,2,
,coronet,2,
,quarter-mile,2,
,dakota,2,
,wednesday,2,
,net,2,
,scamp,2,
,porsches,2,
,splurge,2,
,germany,2,
,tab,2,
,off-topic,2,
,existence,2,
,whine,2,
,hard,2,
,rattle,2,
,sprint,2,
,keyless,2,
,ford/lincoln,2,
,dignity,2,
,lure,2,
,corp,2,
,casualty,2,
,drivetrains,2,
,sare,2,
,puzzle,2,
,serenity,2,
,bridgestones,2,
,bezel,2,
,proposition,2,
,b25nut‌,2,
,schedule,2,
,predicts,2,
,john,2,
,~30k,2,
,xice3,2,
,low-miles,2,
,tale,2,
,disagrees,2,
,icy,2,
,passport,2,
,saamlee92,2,
,recovery,2,
,navi/infotainment,2,
,bloomberg,2,
,hall,2,
,fredericksburg,2,
,tan/black,2,
,veto,2,
,robot,2,
,bos,2,
,mod,2,
,saab,2,
,et,2,
,retrospect,2,
,occurs,2,
,alan,2,
,year/50k,2,
,motor/,2,
,gent,2,
,plot,2,
,eec-iv,2,
,pavement,2,
,taking,2,
,q,2,
,all-weather,2,
,odd,2,
,shady,2,
,depreciate,2,
,makes/models,2,
,m3/m5,2,
,thunderbird,2,
,n·m,2,
,kw,2,
,processing,2,
,appropriate,2,
,ive,2,
,v-8,2,
,odds,2,
,moonlight,2,
,illinois,2,
,chicago-land,2,
,built,2,
,skinnier,2,
,disease,2,
,valley,2,
,iow,2,
,cooperative,2,
,scarce,2,
,sacramento,2,
,footer,2,
,sf,2,
,..once,2,
,rink,2,
,stiffness,2,
,polk,2,
,cl,2,
,ct.,2,
,headunit,2,
,maniac,2,
,ender,2,
,//www.vtec.net/news/news-item,2,
,vtec,2,
,flashback,2,
,scotty49,2,
,receive,2,
,automobilemag,2,
,proven,2,
,freedom,2,
,transmission.,2,
,squarer,2,
,bewcause,2,
,reminiscent,2,
,incentives/cash,2,
,d/i,2,
,achieve,2,
,mmc,2,
,twin-scroll,2,
,highlight,2,
,automobilemag.com,2,
,cel,2,
,deposit,2,
,maxamillion85‌,2,
,agaisnt,2,
,rrover,2,
,quietness,2,
,spots..,2,
,lie,2,
,ldw,2,
,americredit,2,
,fcw,2,
,seatbacks,2,
,gts,2,
,tractability,2,
,liftback,2,
,aaa,2,
,causing,2,
,subtle,2,
,rip,2,
,taylorgoines1,2,
,hello,2,
,rawls,2,
,submission,2,
,bronze,2,
,unsettling,2,
,appraiser,2,
,psychiatrist,2,
,resolution,2,
,buy-out,2,
,financials,2,
,entrance/exit,2,
,hidden,2,
,understeers,2,
,vacation..,2,
,thomas,2,
,dumb-simple,2,
,teen,2,
,higher-end,2,
,years..,2,
,stratum,2,
,operating,2,
,sock,2,
,nascar,2,
,lawn,2,
,immediate,2,
,animal,2,
,muster,2,
,workmate,2,
,freak,2,
,builder,2,
,skimp,2,
,zap,2,
,seahawk,2,
,year-end,2,
,mystique,2,
,hittin,2,
,bailout,2,
,enhancement,2,
,j.d,2,
,vii,2,
,lsc,2,
,car-,2,
,hone,2,
,chancellor,2,
,information/entertainment,2,
,tickle,2,
,airbag/,2,
,sealer,2,
,comeback,2,
,contest,2,
,marriage,2,
,superbee,2,
,delight,2,
,blades-and,2,
,ipod,2,
,stupidity,2,
,minimum,2,
,rain-x,2,
,heavier,2,
,overlap,2,
,holdout,2,
,black/black,2,
,//www.autonews.com/article/20140224/retail/302249966/sonata-drags-down-hyundai,2,
,proposal,1,
,bacchus,1,
,skeleton,1,
,.competitors,1,
,novice,1,
,mica,1,
,design/quality/safety,1,
,sl2,1,
,dudleyr‌,1,
,acceptance,1,
,powerpoint,1,
,embarrassing,1,
,trader,1,
,powerpoints,1,
,forbids,1,
,appraise,1,
,taxpayer,1,
,deactivate,1,
,electronic-stability,1,
,maxx,1,
,corrolla,1,
,pcv,1,
,scarcity,1,
,beginning,1,
,poo,1,
,boyer,1,
,kevin,1,
,camel,1,
,sx-l,1,
,garythesnail,1,
,compmodel4=cr2f5eew,1,
,junket,1,
,kammback,1,
,coolant,1,
,ixzz2qhswxe8f,1,
,man.,1,
,rescue,1,
,brown/tan,1,
,compmodel3=cr2f7ejw,1,
,advert,1,
,compmodel2=cr2e7ejw,1,
,thyssenkrupp,1,
,compmodel1=cr2e5eew,1,
,how/why,1,
,misfitting,1,
,impostor,1,
,diffuser,1,
,modelyear=2014,1,
,nexens,1,
,modelname=accord,1,
,garish,1,
,road..all,1,
,state..,1,
,//www.autonews.com/article/20130826/oem04/308269968/mazda6-cx-5-to-get-earlier-updates,1,
,hierarchy,1,
,w/premium,1,
,corp.,1,
,laden,1,
,circa,1,
,impactful,1,
,grandson,1,
,little,1,
,handling/sporty,1,
,insistence,1,
,hater,1,
,toyoda,1,
,founder,1,
,emphasis,1,
,shorthand,1,
,conformity,1,
,dgc,1,
,phrase,1,
,ride/control,1,
,otherwise,1,
,mazda3i,1,
,misread,1,
,mire,1,
,www.autonews.com,1,
,bull,1,
,voyager,1,
,tbo,1,
,#NAME?,1,
,duck,1,
,#NAME?,1,
,turanaza,1,
,parchment,1,
,ex-l/nav,1,
,hendrick,1,
,//tires.about.com/od/tire_reviews/fr/review-bridgestone-turanza-serenity-plus.htm,1,
,vader,1,
,heap,1,
,//oxmoor-hyundai.calls.net/new-2013-hyundai-sonata-gls-louisville-ky/vd/14584641,1,
,reviews..,1,
,quality..,1,
,slow..,1,
,i30t,1,
,schnozz,1,
,//www.subaru.com/2015-legacy.html,1,
,anytime,1,
,around—3552,1,
,tested—our,1,
,//www.motortrend.com/roadtests/coupes/1209_2013_honda_accord_first_test/specs.html,1,
,again..,1,
,goverments,1,
,harmless,1,
,shortest,1,
,h6110,1,
,curtain,1,
,•,1,
,lemon,1,
,rt644,1,
,i/we,1,
,yen,1,
,comprehend,1,
,explodes,1,
,matter..i,1,
,incl,1,
,woot,1,
,spade,1,
,appear,1,
,def,1,
,texter,1,
,mr.toyoda,1,
,tuneup,1,
,va.,1,
,verse,1,
,impromptu,1,
,moniker,1,
,burlington,1,
,sunrise,1,
,whatsoever,1,
,williamsburg,1,
,//www.thetruthaboutcars.com/2013/01/analysis-mazda-and-the-perils-of-being-premium/,1,
,premiumize,1,
,overpass,1,
,waterfall,1,
,scope,1,
,.ford,1,
,//www.autonews.com/article/20140118/oem04/301209908/rivals-eye-f-150-with-respect-questions,1,
,modz,1,
,panasonic,1,
,lg,1,
,whirlpool,1,
,seibon,1,
,threat,1,
,driving/riding,1,
,noisier,1,
,roomier,1,
,cts-v.,1,
,capacitance,1,
,mlz,1,
,cocoon,1,
,belt-line,1,
,safe.older,1,
,contort,1,
,sleek,1,
,price/,1,
,leg=,1,
,f/b,1,
,hp=,1,
,ft/bk,1,
,sonato,1,
,generator,1,
,myth,1,
,impala.,1,
,worthiness,1,
,maintenence,1,
,hotpoint,1,
,subpar,1,
,millimeter,1,
,starting,1,
,eu,1,
,withdrawn,1,
,counting,1,
,upwards,1,
,l/m,1,
,gah,1,
,stringent,1,
,dual,1,
,style=101415931,1,
,specs-pod-anchor,1,
,re-read,1,
,california-emissions,1,
,ezpass,1,
,beachposts,1,
,is350,1,
,manufactorers,1,
,bigs,1,
,dry,1,
,edmunds‌,1,
,intriguing,1,
,ft/lb,1,
,flag,1,
,//farm3.staticflickr.com/2891/12801567433_a00da39574_o.jpg,1,
,everyday,1,
,backlog,1,
,jan..,1,
,official,1,
,econobox/deathtrap,1,
,gears/transmission,1,
,peice,1,
,bradford,1,
,endure,1,
,dweller,1,
,potholes.deep,1,
,rfk,1,
,jetta/golf,1,
,ac/dc,1,
,roommate,1,
,protege,1,
,ikea,1,
,weepholes,1,
,advertiser,1,
,p/u,1,
,handful,1,
,cars/trucks/motorcycles,1,
,suydam‌,1,
,exempt,1,
,repelling,1,
,pertains,1,
,accumulate,1,
,win-win,1,
,wormhole,1,
,programmed,1,
,//www.edmunds.com/car-care/stop-changing-your-oil.html,1,
,snowfall,1,
,reckon,1,
,time/distance,1,
,wernle,1,
,beau,1,
,vandalia,1,
,exists,1,
,narrow,1,
,connect,1,
,supercar,1,
,idiot,1,
,stomp,1,
,commuter-box,1,
,alternative,1,
,facing,1,
,teach,1,
,jalopy,1,
,defensive,1,
,diligence,1,
,yamaguchi,1,
,corinthian,1,
,serenity185,1,
,helicopter,1,
,mitigate,1,
,..more,1,
,tight,1,
,fulan,1,
,mazada,1,
,pocketbook,1,
,//www.autonews.com/article/20140221/retail/140229964/ford-raises-incentives-on-fusion-to-cut-inventories,1,
,council,1,
,heh,1,
,motto,1,
,//www.greencarreports.com/news/1051249_five-reasons-small-diesels-wont-dominate-the-u-s-car-market,1,
,belongs,1,
,ixzz2qnfg1lg7,1,
,saran,1,
,room.,1,
,shaking,1,
,pollenmobile,1,
,delegate,1,
,dissatisfaction,1,
,bumber,1,
,conditioning,1,
,sneeze,1,
,ttfn,1,
,decently-equipped,1,
,closeout,1,
,-1993,1,
,daimler,1,
,mulsannescorner.com/benzclr1.html,1,
,contestant,1,
,d*mn,1,
,pencil,1,
,vw/ag,1,
,autoweekusa,1,
,ixzz2v5b9fcrp,1,
,navigation/stereo,1,
,'89,1,
,merging,1,
,.editor,1,
,bathtub,1,
,standing,1,
,breakfast,1,
,dudley,1,
,fluctuation,1,
,mewnx,1,
,fisker,1,
,stricter,1,
,heightwatchers,1,
,elroy5,1,
,frederick,1,
,high-revving,1,
,gutless,1,
,burnt,1,
,blonde,1,
,hydrocarbon,1,
,peaky,1,
,packed,1,
,db,1,
,dyke,1,
,//www.ebay.com/itm/261390064855,1,
,choices—altima,1,
,catch-up,1,
,aceii,1,
,small-offset,1,
,envy,1,
,kickstart,1,
,frankly,1,
,money.,1,
,transcends,1,
,waterproof,1,
,pcis,1,
,stops/starts,1,
,burrito,1,
,dfw,1,
,handbrake,1,
,richardson,1,
,placing,1,
,furthermore,1,
,top-class,1,
,seatback,1,
,reinforces,1,
,expire,1,
,studless,1,
,fitzmall,1,
,price..,1,
,fosters..,1,
,bower,1,
,deal..,1,
,acostic,1,
,bmw/,1,
,mb/,1,
,volkswagon/,1,
,radio/,1,
,windows/locks/mirrors,1,
,mid-nineties,1,
,din,1,
,chef,1,
,chairman,1,
,silliness,1,
,.substance,1,
,prince,1,
,beginner,1,
,jedi,1,
,difficulty,1,
,hot-stamping,1,
,looker,1,
,lowering,1,
,faculty,1,
,weird-in-the-real-world,1,
,agreed,1,
,mosey,1,
,irrelevant,1,
,bucks/30,1,
,stinky,1,
,depart,1,
,deactivation,1,
,stylish,1,
,//www.fuelly.com/driver/ahightower/accord,1,
,//en.wikipedia.org/wiki/hofmeister_kink,1,
,freer,1,
,ixzz2xlvylwt8,1,
,sanity,1,
,pkwy,1,
,tweek,1,
,subsystem,1,
,thirty,1,
,harmony,1,
,six-footer,1,
,suggest,1,
,talent,1,
,bending,1,
,double-section,1,
,loft,1,
,contend,1,
,teardowns,1,
,design/prone,1,
,towel-off-the-caps,1,
,texture,1,
,fog..,1,
,you..,1,
,crash..,1,
,switchgear,1,
,committee,1,
,senserory,1,
,underbody,1,
,pw,1,
,co2,1,
,frigidaire,1,
,standard/,1,
,candy,1,
,w/268hp,1,
,roflmao,1,
,cojones,1,
,look..,1,
,table,1,
,glut,1,
,ixzz2rdpzxsvh,1,
,//www.autonews.com/article/20140127/retail06/140129785/hyundai-dealers-seek-incentives-to-sell-off-2013-models,1,
,association,1,
,applause,1,
,recover,1,
,irks,1,
,orleans,1,
,neighbs,1,
,hyundia,1,
,attach,1,
,thou..,1,
,particular..,1,
,judgement,1,
,outlook,1,
,apologist,1,
,giullieta,1,
,romeo,1,
,alfa,1,
,folder,1,
,goggle,1,
,overwrought,1,
,crease,1,
,inspiration,1,
,.tks,1,
,genesis..,1,
,clown,1,
,more..,1,
,se-f-sport,1,
,prev,1,
,appalling,1,
,pretty-nice,1,
,wallah,1,
,breadbox,1,
,hofmesiter,1,
,god..,1,
,high-mpg,1,
,smiley,1,
,lucerne,1,
,mft/sync,1,
,refill,1,
,extreme,1,
,glitz,1,
,//www.torquenews.com/106/new-27l-ecoboost-v6-will-make-2015-ford-f150-most-efficient-truck-us,1,
,greener,1,
,rental-fodder,1,
,//online.wsj.com/article/sb10001424052702303754404579312821939870480.html,1,
,mg=reno64-wsj,1,
,die,1,
,antifreeze,1,
,beg,1,
,supercars,1,
,instructor,1,
,remembers,1,
,contractor,1,
,miner,1,
,sport-utility,1,
,bog,1,
,f-series,1,
,wasting,1,
,g20,1,
,outlast,1,
,acount,1,
,flywheel,1,
,downsize,1,
,d/s,1,
,vir,1,
,centerforce,1,
,whopping,1,
,disengages,1,
,expression,1,
,itch,1,
,g37s,1,
,dug,1,
,argent,1,
,sh**,1,
,yelp,1,
,closest/most,1,
,wowza,1,
,reset,1,
,sa,1,
,brushless,1,
,ugggh,1,
,treat,1,
,wheel-wells,1,
,brush-less,1,
,smudge,1,
,mercur,1,
,spokesperson,1,
,akirkby,1,
,//blogs.cars.com/kickingtires/2013/12/2015-ford-mustang-first-look.html,1,
,car/suv,1,
,//bit.ly/1iltcgl,1,
,low-bucks,1,
,explorer/edge,1,
,c30,1,
,waiting,1,
,xr4ti,1,
,merc,1,
,gla,1,
,transgression,1,
,generate,1,
,exclusivity,1,
,six-speed,1,
,gloopy,1,
,hooter,1,
,chrysler-fiat,1,
,fusion.we,1,
,whoopee,1,
,wegman,1,
,greenwich,1,
,//blog.hemmings.com/index.php/2012/05/30/hemmings-find-of-the-day-1978-dodge-power-wagon-top-hand/,1,
,fathers/mine,1,
,developer,1,
,cup-holders,1,
,hijack,1,
,‌,1,
,reassurance,1,
,cb,1,
,angst,1,
,enthusiust,1,
,multimedia,1,
,drive-trains,1,
,elr,1,
,mini/,1,
,sanatation,1,
,yah,1,
,toyotanews.pressroom.toyota.com/album_display.cfm,1,
,album_id=961,1,
,gm..,1,
,downtime,1,
,verginia,1,
,y'all,1,
,rich,1,
,citadel,1,
,told..,1,
,snowmaggeddon,1,
,'50s,1,
,legendary,1,
,well-made,1,
,celebrate,1,
,fame,1,
,drizzle,1,
,pray,1,
,roadway,1,
,sx-t,1,
,turnaround,1,
,coordinator,1,
,elevation,1,
,..http,1,
,pt=motors_car_truck_parts_accessories,1,
,pontiac|model,1,
,grand+am,1,
,hash=item3f2f26d348,1,
,curfew,1,
,vxp=mtr,1,
,pause,1,
,accross,1,
,sharp..,1,
,excess,1,
,heed,1,
,critic,1,
,whack,1,
,soak,1,
,contempt,1,
,jackson,1,
,classiest,1,
,mid-2000,1,
,mike,1,
,horn,1,
,maintaining,1,
,ag,1,
,aftersales,1,
,wolfsburg,1,
,chill,1,
,grave,1,
,deceit,1,
,opening,1,
,tinder,1,
,caprica,1,
,battlestars,1,
,//www.motortrend.com/roadtests/sedans/1404_2015_hyundai_sonata_first_look/photo_75.html,1,
,stunk,1,
,ixzz2zfvqs800,1,
,direct-injection,1,
,powering,1,
,automobilemag.com:2015,1,
,spinning,1,
,turbine,1,
,lb-ft.,1,
,that.it,1,
,ambition,1,
,prices..,1,
,granny,1,
,ate,1,
,moustache,1,
,//wardsauto.com/plants-amp-production/flat-rock-get-back-speed-ford-exec-says,1,
,trail-duster,1,
,try..,1,
,issue's..,1,
,manufactor,1,
,drivers..,1,
,clarify,1,
,there..,1,
,maximize,1,
,correspondent,1,
,illusion,1,
,polyurethane,1,
,awd/4wd,1,
,ahightower-,1,
,steam,1,
,locomotive,1,
,in-your-face,1,
,pushbuttons,1,
,liner,1,
,alpin,1,
,trusty,1,
,rightmost,1,
,.let,1,
,til,1,
,cylon,1,
,testament,1,
,cdn,1,
,brings,1,
,b-pillars,1,
,f0rd,1,
,index,1,
,//www.forbes.com/sites/joannmuller/2015/06/29/whats-more-american-than-a-ford-f-150-pickup-try-a-toyota-camry/,1,
,gateway,1,
,toyota's,1,
,//wardsauto.com/test-drives/optima-still-stunner,1,
,christie,1,
,schweinsberg,1,
,solitude,1,
,lawsuit,1,
,nappa,1,
,diamond,1,
,.errr,1,
,misrepresenting,1,
,deters,1,
,'opportunity,1,
,//www.bloomberg.com/news/articles/2015-11-16/ford-faces-trial-on-mpg-estimates-as-judge-refuses-to-toss-suit,1,
,sue,1,
,flag-bearer,1,
,brawn,1,
,bravado,1,
,sam,1,
,comp,1,
,know-nothings,1,
,absorption,1,
,peasy,1,
,divorce,1,
,lauderdale,1,
,hardtop,1,
,life.someone,1,
,philadelphia,1,
,tech.,1,
,miller,1,
,pih,1,
,fore,1,
,compensation,1,
,forbes,1,
,jun,1,
,joann,1,
,fed,1,
,attorney,1,
,wi,1,
,opposite,1,
,delete,1,
,excludes,1,
,bugger,1,
,outgoing,1,
,memorable,1,
,suspense,1,
,synch,1,
,roadrunner,1,
,vaporware,1,
,encourage,1,
,hinting,1,
,retention,1,
,redundancy,1,
,irritation,1,
,vape,1,
,smoking,1,
,prettier,1,
,northing,1,
,stigma,1,
,maserati,1,
,ho,1,
,miler,1,
,victory,1,
,analogy,1,
,harman/kardon,1,
,compatibility,1,
,champion,1,
,non-union,1,
,flowerpot,1,
,ward,1,
,design-wise,1,
,//www.autonews.com/article/20151116/retail01/311169965/unlikely-hitch-for-vw-dealers,1,
,retailer,1,
,aid,1,
,promotion,1,
,loophole,1,
,yield,1,
,re-design,1,
,city/36,1,
,olde,1,
,flex,1,
,ex-rentals,1,
,atvs,1,
,throught,1,
,job/,1,
,nuvi,1,
,feeding,1,
,adresses,1,
,adrresses,1,
,prompt,1,
,replay,1,
,scooter,1,
,tracfone,1,
,navis,1,
,mute,1,
,unit/car,1,
,hiccup,1,
,tesla,1,
,globe,1,
,navigon,1,
,hsn,1,
,electronicaly,1,
,icvt,1,
,wholesale,1,
,approx,1,
,sulphur,1,
,compound,1,
,socal_eric,1,
,'feels,1,
,decce,1,
,temptation,1,
,impatient,1,
,consumes,1,
,retire,1,
,rational,1,
,broke,1,
,rougue,1,
,stagger,1,
,congress,1,
,wasilla,1,
,fairbanks,1,
,nome,1,
,peddle,1,
,octa,1,
,motoman,1,
,loing,1,
,deathbed,1,
,duration,1,
,disregard,1,
,pct,1,
,cailfornia,1,
,chevys,1,
,carlo,1,
,pierre,1,
,spokesman,1,
,podcasts,1,
,year.loing,1,
,overtake,1,
,smyrna,1,
,workforce,1,
,//nissannews.com/en-us/nissan/usa/channels/plant-fact-sheets/releases/vehicle-assembly-plant-smyrna-tennessee,1,
,tennis,1,
,bum,1,
,patent,1,
,gitgo,1,
,lifecycles,1,
,.production,1,
,nevermind,1,
,//www.escortradar.com/escort-live-app/,1,
,seldom,1,
,shortcut,1,
,deputy,1,
,sheriff,1,
,jihad,1,
,messy,1,
,explains,1,
,googlemaps,1,
,traveling,1,
,attribution,1,
,flop,1,
,pro-fit,1,
,pro-fits,1,
,//bit.ly/1m6rova,1,
,oct,1,
